GameID,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,LeagueIndex
1582,24,6,235,90.0018,0.005674506,0.000614251,5,0.004109629,67.0143,59.331,2.79,29,0.00077513,6,2
1583,19,20,600,142.251,0.002955457,0.000443319,7,0.005319823,27.1093,39.2937,4.4266,32,0.0013722,8,5
1588,17,10,150,72.1848,0.001459369,0.00018784,4,0.002485262,33.0058,70.3488,5.1802,11,0.00062132,6,3
1589,21,10,400,94.6278,0.000976477,0.0002276,4,0.003127661,44.1412,72.6667,5.5352,39,0.0011821,8,4
1591,24,14,700,134.7282,0.004111175,0.000579039,5,0.002634627,15.2889,49.6264,8.2088,16,0.0011002,5,6
1595,24,6,400,62.2626,0.001590323,0.000293297,5,0.003297964,86.297,75.9605,3.0771,28,0.00044972,8,3
1599,19,12,500,97.8444,0.000617134,0.000114284,4,0.002598056,32.3176,56.5161,6.1437,31,0.00043428,6,4
1603,16,12,100,61.5984,0.000885508,0.000124719,2,0.002357196,49.4468,104.7407,4.4392,16,0.00061112,5,1
1604,25,24,300,43.4706,0.000170466,0.000194818,4,0.002995324,61.2082,106.1138,2.7724,16,0.0007671,8,1
1605,20,10,500,182.1372,0.009212898,0.000575806,8,0.003730222,24.9459,48.7517,6.8255,13,0.00082616,4,5
1606,21,20,600,89.0472,0.002335572,0.000581548,4,0.005327731,31.3298,48.5423,2.7324,24,0.00051589,8,5
1607,23,6,300,99.9426,0.002428103,0.000271191,9,0.003380424,48.2991,73.0896,5.2631,36,0.00075681,10,3
1609,17,28,450,141.6522,0.002045338,0.000543293,6,0.003025396,31.4629,64.1972,8.331,21,0.0022158,7,4
1611,20,10,75,127.8924,0.002239461,0.000424473,6,0.003527518,31.1185,57.7344,6.2822,29,0.00101,7,2
1615,16,20,800,74.8812,0.0011598,0.0005799,1,0.003252484,60.4825,76.4186,4.0891,15,0.00068075,7,4
1616,24,24,400,138.8046,0.005112027,0.000785475,5,0.003000258,30.8621,69.6137,7.5193,25,0.0012619,7,6
1620,18,4,200,81.708,0.00053286,0.000199822,2,0.003174956,33.2676,56.6434,4.7483,11,0.0008881,5,3
1621,18,8,500,116.0994,0.001300592,0.000163597,7,0.004760658,32.6885,53.5876,4.0447,37,0.0010961,8,4
1623,21,10,730,138.0774,0.00478674,0.000455455,7,0.003813317,36.9484,52.815,5.9251,23,0.0010895,8,5
1624,28,42,1260,84.666,0.000737912,0.000374813,10,0.003162481,39.3606,63.9556,4.7704,22,0.00089018,8,3
1626,16,28,450,109.6626,0.004303123,0.000114242,3,0.002665651,32.5797,63.4286,6.0143,15,0.00095202,5,3
1629,23,14,730,91.4838,0.00122331,0.000352165,5,0.002971777,31.4,63.3347,5.6154,30,0.00057458,11,5
1634,18,4,50,82.6356,0.001949166,3.90E-05,1,0.002611882,79.8788,84.0597,5.0896,14,0.0009356,5,1
1640,16,24,600,107.0124,0.001059301,0.000257537,7,0.003654104,54.1891,56.5798,5.4907,29,0.00064141,8,4
1642,26,10,500,154.9242,0.0074716,0.000557384,8,0.00379552,30.4702,54.5594,6.0699,26,0.0019508,7,5
1648,21,20,600,44.1438,0.000413367,0.000206684,5,0.002904447,62.8421,91.5955,2.7566,17,0.00047864,6,1
1649,22,10,730,86.3388,0.001710706,0.000342141,4,0.003263501,28.1301,73,4.5081,9,0.00097379,4,6
1653,20,8,700,127.1574,0.003515518,0.000192255,7,0.003048613,46.7873,69.4054,6.6532,17,0.0026366,7,5
1655,20,30,1500,89.358,0.00220647,0.000429313,4,0.003494409,38.0172,66.1943,4.2686,24,0.00081869,8,6
1661,21,10,1000,100.4556,0.002011131,0.000432627,7,0.002736074,25.5451,69.2479,6.2137,18,0.00084187,6,4
1663,20,6,730,130.2762,0.005141289,0.000692343,10,0.004256629,36.3625,45.0723,4.5904,33,0.00076927,8,6
1664,18,24,800,91.8804,0.00396593,0.000692042,3,0.003500133,39.4656,68.7757,3.7909,26,0.00091829,5,5
1665,17,24,1000,150.7794,0.005728062,0.000170987,4,0.002940975,32.7485,49.6279,7.657,12,0.0021715,7,6
1666,22,8,300,70.4238,0.001103998,0.000143716,2,0.003605958,54.8167,69.8188,3.2899,23,0.0005618,8,4
1673,25,10,1200,76.3374,0.001273391,0.000153529,2,0.003603425,34.5628,61.3033,3.6742,23,0.00065927,4,4
1676,24,4,150,60.7368,0.001979651,0.000241702,5,0.002808342,72.6914,95.0328,3.2582,15,0.00069058,5,3
1679,16,8,30,54.4656,0.001223414,0.0001294,5,0.002611519,64.7783,87.8018,3.6306,22,0.00083522,7,1
1681,21,8,400,169.98,0.005850313,0.000141214,5,0.004851725,25.6083,39.2848,5.2495,31,0.0010188,6,6
1686,18,2,350,121.4862,0.002626864,0.000520531,1,0.004793725,39.1291,44.6061,4.0303,25,0.0012953,7,5
1688,25,10,50,163.2084,0.016906678,0.000564733,5,0.003723705,45.3524,73.0237,3.654,12,0.00063532,5,3
1692,21,12,500,68.1282,0.003165809,0.000296795,0,0.002386723,62.0417,85.9275,4.1865,20,0.00068015,9,3
1696,20,28,800,104.4786,0.0023629,0.000363523,3,0.003453469,28.3939,57.0827,4.985,14,0.0010127,3,6
1701,17,4,250,83.49,0.000558716,0.000386022,4,0.004205608,34.4407,50.2126,3.4903,26,0.00074157,7,4
1704,17,12,900,86.4228,0.001172301,0.000408942,3,0.003953108,26.4444,62.1517,3.9172,12,0.0010087,4,5
1705,24,30,1260,142.212,0.009669659,0.000795545,5,0.003295829,40.6225,57.4943,5.3966,27,0.00091866,10,5
1709,19,6,500,98.3154,0.0031352,0.000558323,4,0.002619825,27.0413,75.1475,5.8934,13,0.0016105,5,4
1712,28,6,400,102.399,0.003174221,0.00030135,4,0.003515751,46.4828,57.5543,4.5943,15,0.0017277,5,5
1713,16,10,150,77.9862,0.002277286,8.36E-05,3,0.002590674,43.3496,79.8387,4.879,15,0.0013162,6,2
1714,24,16,500,64.8324,0.000344786,5.07E-05,0,0.002778567,31.2234,61.4453,4.4197,12,0.00052732,7,2
1719,34,12,150,49.1136,0.000185891,0.000185891,1,0.001185054,57.68,165.5686,7.9412,10,0.00099916,5,1
1731,19,36,1350,73.8144,0.001402543,0.00024448,2,0.00331978,54.1634,72.8837,3.8488,14,0.00096505,6,4
1733,17,28,460,171.2124,0.003970041,0.00069578,4,0.004184914,19.5392,38.5819,6.5721,24,0.00090042,8,5
1734,25,4,200,104.9742,0.005208735,0.000308666,2,0.003607531,56.5806,76.3422,3.9198,18,0.0012347,5,4
1742,18,14,600,81.147,0.003781393,0.000356735,2,0.00273497,46.8772,62.0174,4.3391,14,0.0015221,4,5
1745,18,28,650,67.3962,0.002796334,0.000181244,0,0.00209725,60.323,82.0741,4.7099,16,0.00093211,6,4
1748,22,4,150,74.4648,0.001906535,0.00064835,4,0.001970728,41.7124,87.4137,6.7166,17,0.00074464,7,4
1751,23,14,200,111.2958,0.001637707,0.000359497,5,0.003624925,32.4309,63.8237,5.3251,23,0.0017176,8,4
1752,22,24,500,135.8904,0.003763246,0.000349768,4,0.003258025,31.6892,64.326,7.3141,34,0.0013084,9,5
1753,26,2,200,57.9156,0.0014153,0.000136087,5,0.001587676,80.3218,128.16,6.2286,23,0.00054435,7,3
1754,17,16,80,118.8174,0.002763652,0.000773823,1,0.003095291,23.0991,62.0357,6.1696,10,0.00035927,3,4
1755,19,10,200,104.9094,0.003541077,0.000640304,4,0.003919438,46.0943,64.505,4.2723,14,0.0006112,5,4
1756,18,42,1000,145.98,0.004924395,0.000392606,6,0.004599094,34.6993,44.4585,4.8244,28,0.0017723,8,6
1757,29,20,250,155.5602,0.003526594,0.000499046,5,0.003593133,26.8854,51.321,7.2531,22,0.00092046,8,4
1758,18,16,1000,169.8456,0.012105955,0.000415937,1,0.003765324,48.4444,56.0465,5.2093,18,0.0010289,6,6
1763,18,12,350,122.8446,0.002395294,0.000405718,2,0.004353661,30.535,51.19,4.7885,29,0.00085825,7,4
1767,17,8,350,87.5772,0.002132793,0.000495497,2,0.00294067,30.8824,79.8095,4.8462,19,0.0010987,3,3
1768,22,6,730,150.627,0.003409947,0.000244913,7,0.005689525,31.9602,37.2781,4.2765,31,0.00089488,9,6
1769,20,24,360,175.5354,0.007370334,0.000490394,8,0.004947211,19.5673,42.1224,5.207,27,0.0015289,7,5
1770,18,10,160,54.1056,2.80E-05,5.61E-05,0,0.002159524,67.0526,88.6234,4.7532,10,0.00056092,4,3
1771,22,20,650,108.2772,0.00385148,0.000530119,6,0.004197681,28.9406,51.2371,4.0335,27,0.00084386,8,5
1774,18,12,700,133.2816,0.003082578,0.000489063,6,0.003942142,36.2868,52.3308,5.5489,26,0.0020155,7,2
1775,20,6,350,110.7558,0.004297751,0.000186859,5,0.003533329,34.9565,58.0577,4.6683,22,0.0011381,6,5
1780,18,18,800,144.9648,0.004219239,0.00051224,8,0.004879758,36.3435,47.6464,4.5359,24,0.0014693,7,5
1781,27,6,1500,90.93,0.00187331,0.000424875,4,0.003321746,34.4327,65.8605,4.6163,18,0.00088837,3,6
1782,19,16,500,122.667,0.001954284,0.000104694,5,0.004807189,34.4945,49.5971,4.2795,21,0.00080265,8,5
1784,21,8,200,86.139,0.000739706,0.00011061,4,0.004023449,34.4372,64.6667,3.7612,46,0.00058762,7,4
1789,22,28,1260,88.3788,0.001484769,0.000127722,2,0.003927454,40.3755,56.1626,3.9268,24,0.0013411,6,6
1793,18,14,730,166.299,0.004895713,0.000449015,1,0.004272885,30.2585,42.0339,6.3017,23,0.0015353,6,4
1796,22,4,300,90.4908,0.001255937,0.000251187,3,0.002671721,66.2414,65.641,5.9402,21,0.00061655,4,3
1799,22,10,1400,92.8662,0.002025558,0.000230551,0,0.002486661,24.4533,62.649,6.5166,25,0.0014821,7,5
1807,25,10,500,73.6464,0.000361098,0.000120366,3,0.001949928,35.25,66.8642,7.1605,13,0.0006259,3,4
1809,28,2,120,66.9018,0.001042517,0.000283293,2,0.002073701,98.1099,107.6066,5.5683,14,0.0011672,5,2
1810,38,16,730,97.992,0.001966576,0.000236937,5,0.00259051,38.8012,91.2927,6.5976,34,0.0011768,9,3
1811,23,6,400,86.7768,0.002944973,0.000282395,4,0.003106342,41.7516,74.4156,4.3312,14,0.0011094,6,4
1814,34,8,400,35.3136,0.001163609,6.77E-05,6,0.002394869,84.4306,107.1638,2.3955,20,0.00035855,9,2
1816,26,6,400,56.5494,0.002038821,0.000250382,3,0.002885349,70.0415,85.8512,3.0661,17,0.0010254,6,3
1817,23,2,100,69.303,0.000849365,0.000264737,5,0.002691493,37.07,66.4262,4.6803,19,0.00062875,8,5
1820,16,12,120,64.3296,0.000771629,5.40E-05,3,0.003649804,56.4322,66.4609,3.0021,29,0.0003318,6,2
1822,16,14,730,84.624,0.001035725,0.000553333,3,0.00290145,31.5784,66.5917,5.1051,26,0.00048239,7,3
1824,21,10,800,152.8692,0.009566366,0.000568147,5,0.003562435,38.0779,57.1034,5.4224,15,0.0005835,6,6
1825,16,8,70,45.2916,0.000667111,0.000100067,0,0.001200801,112.5634,173.5556,6.6111,17,0.00053369,6,1
1826,27,2,250,37.7802,0,4.32E-05,1,0.002517116,60.6897,106.3771,2.8629,12,0.00031644,5,1
1830,16,10,200,92.2266,0.000641343,9.00E-05,4,0.002700392,54.0921,63.6,6.1917,17,0.00030379,8,1
1839,24,8,700,81.03,0.002013609,0.000335602,7,0.002881544,50.8387,70.5703,4.5783,24,0.00069435,4,3
1848,22,12,700,103.506,0.002190914,5.33E-05,4,0.002769072,32.8375,72.4176,6.6099,24,0.00083681,9,3
1850,24,10,300,90.7506,0.001816062,0.000302677,4,0.00346397,71.0649,64.8155,4.7217,27,0.001278,6,5
1852,28,8,120,44.2218,0.000443146,0.00020516,4,0.002716321,46.0727,82.6586,3.0363,25,0.00034467,7,1
1855,24,16,700,123.576,0.00389643,4.19E-05,0,0.002234512,36.4277,62.175,8.9625,21,0.0013407,6,4
1858,21,28,500,168.9336,0.005312938,0.000379496,6,0.004043087,21.5942,43.1913,6.5451,20,0.00099253,6,6
1860,27,16,1000,131.061,0.003396301,0.000508206,4,0.003644207,28.1775,59.9592,5.9014,21,0.0017725,7,4
1861,19,36,1800,130.1214,0.002996086,0.000240891,8,0.004170431,32.1449,47.3791,5.0794,22,0.0010238,8,6
1862,20,4,50,94.2618,0.000481232,5.77E-05,1,0.002425409,21.9283,71.746,7.4087,25,0.00048123,7,2
1863,18,24,730,131.9376,0.004698378,0.000422552,3,0.003682241,32.7781,57.3989,5.7596,23,0.0021329,8,5
1864,18,16,350,151.8066,0.006433315,0.000401218,6,0.002974543,55.271,55.6093,7.3953,24,0.0021306,7,6
1865,25,10,730,125.532,0.001183055,0.000477772,5,0.003344406,31.1263,52.0952,6.6633,16,0.00028439,7,5
1866,35,12,800,115.0644,0.001711938,0.00037092,5,0.001683406,28.9655,88.9492,12.0508,10,0.0018831,5,5
1875,22,6,500,104.5386,0.003216645,0.000463661,6,0.00454967,30.2748,46.9554,3.8312,25,0.000681,4,5
1876,20,20,220,74.5098,0.000809002,7.35E-05,2,0.002169596,34.9402,86.9492,6.178,13,0.0011767,5,2
1885,22,12,300,149.7372,0.003953113,0.00035401,5,0.003815443,36.2274,50.6186,6.2912,27,0.0012587,6,4
1886,23,50,700,53.2722,0.000986926,0.000128172,5,0.003191489,66.4355,83.6145,2.8032,23,0.00062804,8,3
1890,29,6,200,96.3924,0.001684253,0.000162338,2,0.003449675,33.0888,67.8353,4.9353,16,0.00083198,5,2
1901,19,8,500,78.8736,0.001289455,0.000126142,3,0.003209621,43.7368,74.0437,4.2183,10,0.00070079,6,5
1902,17,14,100,73.7232,0.000259929,3.71E-05,0,0.003304815,37.4144,69.618,4.0742,24,0.00033419,7,1
1905,16,8,200,116.4156,0.002131656,0.000298134,3,0.003816111,28.3451,47.5938,5.1211,23,0.00068571,7,3
1913,21,6,848,75.5562,0.001473523,0.000162436,5,0.003318327,68.9263,69.9021,3.8531,23,0.00067295,8,2
1914,21,12,200,127.9884,0.004387016,0.00043421,1,0.003398814,41.2035,59.9824,5.9692,19,0.00085345,5,4
1915,22,10,500,155.2386,0.007226554,0.000421739,6,0.003373912,34.9424,60.0676,6.3986,28,0.0020175,8,5
1917,18,10,700,151.977,0.005470724,0.000645196,4,0.003373837,37.168,57.7211,6.9761,20,0.00096779,6,6
1920,16,20,1000,130.4004,0.004471643,0.000145419,4,0.004301987,42.9153,49.138,4.6113,24,0.00076345,6,5
1921,17,28,300,112.8102,0.001724196,0.000403714,3,0.003751178,29.9056,54.278,5.2489,23,0.00074014,6,3
1924,20,14,1000,96.897,0.002323266,0.000509696,3,0.004385757,23.1545,54.0865,3.7027,26,0.00078232,6,5
1925,18,42,730,67.0164,0.001887077,4.53E-05,0,0.003789251,55.632,70.2311,2.8247,25,0.00063406,6,4
1926,24,16,256,69.3924,0.003137966,0.000514278,6,0.003181549,54.0879,70.6082,3.2247,16,0.00064503,7,3
1927,18,10,730,135.7326,0.006982667,0.000575043,7,0.003789124,20.4239,50.3089,5.0027,22,0.0012117,9,5
1930,17,8,400,94.158,0.001703224,0.000145397,3,0.002907943,26.9928,63.6286,5.6714,18,0.0022017,5,3
1937,21,20,750,122.232,0.003751093,0.000506283,8,0.004464491,37.4057,51.6289,4.2423,33,0.0012657,6,5
1939,19,10,325,132.2094,0.00239898,0.000318615,1,0.003401679,36.6298,64.4738,6.719,30,0.0013682,7,5
1944,19,8,250,66.9858,7.00E-05,2.33E-05,1,0.002565299,28.2569,70.6545,4.9091,12,0.00074627,4,4
1947,22,24,1250,121.7802,0.003840849,0.000582667,6,0.004007325,24.6667,45.3887,4.9733,25,0.0010464,10,6
1949,20,6,650,101.0706,0.002351211,0.000458185,5,0.004039259,25.7964,63.7731,4.2418,24,0.0011696,7,6
1953,16,14,600,102.4686,0.00149056,0.000248427,3,0.002697203,44.4581,69.7719,6.3202,22,0.0012185,6,3
1959,16,12,300,122.2992,0.003660924,0.00027408,4,0.00252545,41.7188,67.907,7.5736,15,0.001018,6,3
1966,21,18,500,46.4196,0.001279474,0.000228477,6,0.002216231,69.125,91.134,3.4227,11,0.00093676,5,2
1969,20,12,500,52.2006,0.001563838,0.000329229,7,0.002255218,72.8529,115.7372,3.8175,11,0.00080661,6,3
1972,22,12,130,111.9282,0.008251759,0.000245954,5,0.004574745,46.7925,54.6774,2.7984,25,0.00075016,6,4
1974,16,14,600,138.6918,0.004993916,0.000253498,3,0.003599676,19.9716,55.7183,5.8099,15,0.0007098,3,4
1979,17,8,500,197.013,0.013970465,0.000671254,4,0.003964591,22.5319,51.4497,5.8254,21,0.0026431,6,6
1982,25,8,30,57.2274,0.000888201,7.16E-05,3,0.001948312,94.4889,92.1765,5.1838,17,0.00090253,6,2
1983,18,12,350,108.2124,0.00202567,0.000430231,2,0.00236627,29.3435,60.5152,8.1439,18,0.0024559,6,4
1988,18,24,500,172.3362,0.00473959,0.000716823,5,0.007970642,18.0054,30.2604,3.3221,27,0.0009201,6,7
1991,21,8,200,121.26,0.006028951,0.00053219,6,0.003641699,37.4226,61.3779,4.6806,40,0.00076027,9,5
1995,24,6,700,132.4146,0.00334971,0.000651332,6,0.004242966,37.0573,44.9298,5.0658,16,0.00061411,5,5
2000,16,168,1260,233.3058,0.01752087,0.000744192,10,0.005136543,25.5962,38.9165,5.0961,43,0.0010273,10,6
2001,19,36,1500,133.8234,0.012507616,0.000253876,5,0.002809559,47.6364,58.6988,4.6687,14,0.001134,4,5
2012,21,4,180,64.2906,0.000447793,9.88E-05,5,0.003450637,55.7017,71.2443,3.4733,27,0.00045438,12,2
2013,20,20,900,100.518,0.001610331,0.000322066,5,0.003558064,39.9654,65.7069,4.7672,15,0.00059812,6,1
2014,21,30,1500,68.2158,0.001200883,0.000302925,0,0.003050892,50.0071,68.6383,3.8901,25,0.0010602,6,5
2020,18,16,900,108.3132,0.001535648,0.000138036,4,0.003554421,45.8537,58.2136,5.199,26,0.0023294,5,5
2023,25,2,300,144.3894,0.008887481,0.000350163,3,0.003168145,25.9894,63.7895,6.1421,15,0.0025178,6,5
2024,17,20,250,51.6072,0.000530646,8.35E-05,4,0.002593608,69.6037,90.2069,3.5103,28,0.00031004,5,4
2029,19,28,1466,234.7176,0.011472124,0.000936231,8,0.004602036,15.0575,43.1519,7.0774,33,0.0031911,7,7
2034,22,20,750,99.072,0.001621816,0.000240269,3,0.003503924,50.5977,56.8686,4.8114,16,0.0010812,6,6
2039,17,12,100,103.503,0.002579587,0.000379939,6,0.00393937,55.7557,60.9848,4.3426,16,0.0019997,7,4
2040,21,12,1000,123.204,0.003289,0.000168051,5,0.003565084,25.1216,48.1347,5.7441,21,0.00072022,8,5
2043,23,20,700,133.4292,0.004990817,0.000319412,1,0.004371956,41.945,59.7808,4.6119,26,0.0022758,5,5
2044,22,14,400,125.4498,0.001619665,0.000326655,3,0.004518728,26.6224,42.9398,4.8554,14,0.00059887,5,4
2045,20,6,200,78.7764,0.002456258,0.00034769,5,0.003723643,40.2659,68.5301,3.3946,19,0.00069538,8,4
2048,19,28,540,194.3676,0.01297993,0.000454479,4,0.003926702,37.0605,54.9444,6.4167,19,0.0017634,7,4
2050,27,10,500,175.0146,0.006674715,0.000396689,5,0.003846154,31.2973,44.7175,6.8117,19,0.0021042,5,5
2051,16,6,670,56.6298,0.000529815,0.000267696,1,0.001868294,102.5269,111.1761,5.5075,23,0.00050751,9,1
2055,18,28,711,145.8528,0.003723166,0.000290698,6,0.003644902,23.9138,42.2822,6.2393,18,0.00087209,5,5
2058,24,8,300,128.0394,0.006257475,0.000469845,7,0.003449086,32.2981,62.2291,5.226,14,0.00086494,9,5
2068,16,14,100,79.5906,1.90E-05,1.90E-05,1,0.002959478,51.3806,82.2051,5.0577,16,0.00079678,5,2
2070,21,10,700,138.2934,0.004230611,0.000462456,3,0.0037339,41.4009,53.7248,5.9128,23,0.0027233,6,6
2071,16,70,2500,105.456,0.001052445,0.000114121,3,0.004095658,29.3665,57.6099,4.5015,16,0.00068472,5,4
2076,23,56,2400,136.2432,0.006424711,0.000855332,10,0.005131993,28.0987,39.9318,4.0322,33,0.0011178,10,7
2077,24,10,400,55.9452,0.000239785,0.000220602,3,0.002493766,58.7181,79.8615,4.2462,21,0.00053712,8,3
2079,28,12,600,147.8922,0.012910029,0.000552848,7,0.003654941,27.6854,57.9384,4.1905,27,0.0008907,8,4
2082,20,48,1030,83.0166,0.002075186,0.000259398,4,0.002893288,62.25,73.1862,4.6414,14,0.00029931,5,4
2089,23,8,300,173.355,0.005133734,0.000577545,5,0.004209662,29.2355,47,6.3872,30,0.0019123,7,5
2090,29,12,600,120.2772,0.002900232,0.000386698,3,0.004498582,40.8276,49.0315,4.3696,18,0.0020882,7,4
2091,20,2,50,66.9522,0.000904875,0.00042416,3,0.002856012,29.84,80.5545,4.2871,16,0.00050899,3,4
2092,18,10,300,106.02,0.001545916,0.000323027,3,0.003045685,45.8015,55.4545,6.0909,21,0.0013383,4,6
2095,38,16,300,71.595,0.000276968,2.92E-05,2,0.002084548,30.5634,76.4476,6.4336,15,0.001414,6,1
2099,19,24,350,115.3236,0.002736111,0.000375,8,0.003791667,45.7647,63.5458,5.0916,20,0.0018889,6,3
2101,23,12,730,133.4454,0.005404577,0.000275848,4,0.004270535,34.2446,52.4019,4.7967,26,0.00087863,6,4
2105,18,10,300,85.578,0.001462402,0.000448156,3,0.003255024,54.0364,78.9565,5.4819,23,0.0015685,7,3
2109,25,6,250,135.474,0.007476696,0.000404583,8,0.003107198,12.0838,54.7292,5.9271,20,0.00095482,5,5
2110,21,10,350,112.6914,0.002280693,0.000420128,4,0.003901186,47.4074,66.6092,5.1508,29,0.0025208,8,5
2123,22,28,800,89.5602,0.001971103,8.25E-05,0,0.002585353,62.9466,76.227,6.0035,29,0.0011918,9,3
2125,30,8,800,62.259,0.000933606,0.000336532,4,0.002605411,49.841,82.1333,4.2958,18,0.0006405,7,3
2128,16,20,1080,211.9662,0.014984367,0.000678426,8,0.005427408,25.1989,38.6304,4.3696,31,0.0014896,5,5
2129,27,14,300,106.695,0.003000343,0.000190498,4,0.003409914,69.0196,64.6257,5.067,23,0.00069532,8,3
2130,28,28,800,127.2792,0.002054293,0.000365947,5,0.003193719,24.6789,60.9792,6.9089,28,0.0009814,10,6
2138,19,12,730,64.1664,0.001023737,0.000485841,3,0.003244725,47.3118,67.016,3.5401,15,0.00072876,6,2
2142,35,10,400,92.736,0.002449952,0.000400381,3,0.002735939,47.4825,74.453,5.777,26,0.00092469,8,4
2143,16,28,730,389.8314,0.038416112,0.000668241,10,0.005439175,24.4585,32.5371,6.4714,29,0.0020669,6,6
2146,17,16,400,131.4708,0.002176002,0.000409767,4,0.003320522,33.9658,54.6894,7.2809,20,0.001201,7,3
2147,19,8,900,117.2712,0.002690639,0.000365009,5,0.003055648,44.2466,67.686,6.256,25,0.0015748,7,5
2153,18,6,180,74.733,0.0008881,0.000111012,3,0.002442274,52.5138,77.6,5.4273,15,0.0024423,5,2
2159,23,2,200,83.748,0.000703521,0.000120339,4,0.002814085,35.8812,82.8026,5.3059,27,0.00069426,6,3
2161,18,20,800,229.8018,0.022770802,0.000868979,10,0.003431581,28.4145,54.832,6.0749,22,0.00074484,8,6
2162,20,20,500,123.9924,0.004840547,0.000444903,4,0.004822751,33.6148,46.0369,3.9705,20,0.00062286,6,4
2166,22,12,300,90.183,0.001793283,0.000380393,4,0.003002391,35.6545,76.5611,5.1403,19,0.00081513,9,4
2170,19,20,550,159.2346,0.013415145,0.000333473,4,0.004049316,44.7075,61.44,4.0682,25,0.00088609,7,4
2175,17,8,600,144.969,0.005165124,0.00069799,9,0.004766273,36.8637,50.5439,4.6757,31,0.002074,11,5
2176,21,20,1000,106.4364,0.002624267,0.000308737,6,0.003125965,32.75,75.4568,5.6173,11,0.00054029,3,5
2178,16,20,500,55.8648,0.000122856,6.14E-05,5,0.002567694,48.5769,71.2919,4.0574,18,0.00039314,11,1
2182,25,8,600,109.023,0.003584114,0.00024217,2,0.003793994,51.1453,53.7872,4.2936,25,0.0006135,4,5
2183,21,12,700,178.8606,0.00843993,0.000840231,5,0.004100828,23.2393,41.8838,6.2813,26,0.0011287,11,6
2184,23,24,1460,141.6744,0.005696097,0.000523538,1,0.004293014,26.1373,50.3415,5.0293,16,0.0008586,3,5
2186,20,50,600,109.3722,0.001039352,0.000304638,4,0.003180776,55.1977,56.3042,6.3746,29,0.0021145,7,4
2188,19,56,500,129.9048,0.007968825,0.000652139,6,0.003944648,38.7879,51.7823,4.3528,25,0.00083506,9,7
2191,24,16,100,79.9734,0.001241549,0.000291689,7,0.002296117,67.5686,88.3518,6.4267,30,0.0010247,8,2
2195,21,16,1100,93.4458,0.001707632,0.000161351,4,0.004074114,36.6755,58.0198,3.868,23,0.00079331,6,5
2198,20,56,1050,144.381,0.011546642,0.000455789,1,0.003342449,57.7405,58.9697,4.697,21,0.00098754,4,6
2199,17,24,800,133.29,0.001938714,0.000263515,1,0.003482156,35.7609,59.5676,6.4324,21,0.0024846,5,5
2209,21,30,400,161.3964,0.006345973,0.000430899,6,0.002585396,66.2769,68.2424,9.5455,14,0.00058759,3,4
2211,20,10,350,118.7484,0.004441476,0.000187503,8,0.003644588,27.3806,60.9389,5.0354,23,0.0010664,8,6
2212,17,70,1000,87.9894,0.001528706,0.000198166,4,0.002887555,31.9606,66.6471,5.1422,16,0.0010474,6,2
2214,16,28,700,229.2942,0.017934381,0.000764849,4,0.005696804,26.9023,33.9815,4.2222,22,0.0010022,4,6
2220,22,24,700,84.9726,0.000966884,7.55E-05,2,0.003520063,77.2414,68.0858,4.0129,21,0.0014805,6,3
2221,23,6,600,54.366,0.000651734,0.000145783,0,0.002195314,63.8902,90.5156,4.625,23,0.00067746,6,2
2224,20,4,400,113.613,0.002379636,0.000720803,6,0.003495399,21.2578,55.0056,5.6695,29,0.00083929,6,5
2226,21,12,400,162.0864,0.00507423,0.000288057,0,0.004021715,30.5304,54.5234,6.2452,30,0.0018281,8,4
2228,22,10,80,51.1098,0.001030177,9.45E-05,5,0.002442733,80.1993,93.5912,3.5746,35,0.00034189,6,2
2229,19,12,600,60.426,0.000118911,3.96E-05,3,0.002269214,104.5965,91.8952,4.9825,27,0.00035673,6,2
2231,26,2,100,48.4494,0.000708692,0.000228223,3,0.002774708,52.9913,84.6061,3.1991,26,0.00055254,7,1
2232,18,16,800,106.2804,0.000857885,0.000208344,2,0.002610422,30.0755,62.9484,7.4413,19,0.00060052,9,4
2233,17,8,540,152.7588,0.007199945,0.000241147,2,0.001722475,19.1837,90.88,12.68,8,0.00086124,3,3
2237,30,8,600,72.9954,0.001126301,0.00038838,5,0.003521309,46.0221,66.4706,3.625,27,0.00094506,7,2
2241,35,20,800,53.6736,0.001249148,0.000170338,3,0.003009312,57.2152,84.8553,2.9245,16,0.00081384,5,4
2246,22,16,20000,248.049,0.023703208,0.000390712,7,0.004651336,37.8795,45.376,4.756,21,0.0015256,6,5
2247,23,16,150,133.6044,0.003684211,0.000494418,10,0.003803828,34.1933,54.608,5.6331,32,0.00066986,8,5
2249,22,8,600,141.075,0.004232642,0.000493443,5,0.004638361,40.0853,46.0426,5.1915,40,0.001283,7,3
2250,18,20,500,127.6164,0.002249606,0.000277004,5,0.003819293,32.185,51.5956,5.7341,25,0.0008478,6,6
2253,27,8,50,84.489,0.004560018,0.000266996,3,0.003323403,76.7712,73.5307,3.7949,29,0.00063236,8,2
2257,18,28,600,136.7316,0.002194205,0.000365701,3,0.00429263,33.3171,44.3489,5.4949,29,0.00074882,4,5
